title_zh,title_en,release_year,listed_in_zh_en,description,rating,duration_min,genre_list
巴拉阿納,Barah Aana,2009,"劇情片 (Drama), International Movies",在徒勞無功地嘗試通過誠實的工作來改善他們的生活後，三個身無分文的朋友選擇了更加可疑的方式來賺錢：綁架勒索。,TV-14,95.0,"['Dramas', 'International Movies']"
烤肉,Barbecue,2017,"紀錄片 (Documentary), International Movies",一系列文化微妙而迷人的技巧為這個環球美食、傳統和社區的慶祝活動增添了風味。,TV-MA,101.0,"['Documentaries', 'International Movies']"
芭比與她的姐妹們：小馬奇遇記,Barbie & Her Sisters in a Pony Tale,2013,Children & Family Movies,芭比和她的姊妹們展開了前往瑞士的冒險之旅，到達壯麗的阿爾卑斯山，在那裡她們興奮地準備在充滿樂趣的騎馬學校度過整個夏天！,TV-Y,74.0,['Children & Family Movies']
芭比之美人魚傳說,Barbie in A Mermaid Tale,2010,Children & Family Movies,傑出的衝浪冠軍 Merliah 發現她其實是一個擁有女孩身體的美人魚。在海豚的幫助下，Merliah 必須拯救她的媽媽，也就是海洋女王。,TV-Y,74.0,['Children & Family Movies']
芭比公主之力,Barbie in Princess Power,2015,Children & Family Movies,一位生活充滿預期的公主，因一隻魔法蝴蝶的吻而變身為超級閃耀，成為了一位打擊犯罪的超級英雄。,TV-Y,74.0,['Children & Family Movies']
搖滾皇族裡的芭比,Barbie in Rock 'N Royals,2015,Children & Family Movies,《英雄公主交換日記》的故事講述了皇家公主柯特妮和著名搖滾明星艾瑞卡交換身份後，兩個世界碰撞，同時他們都學會珍惜新朋友和體驗。,TV-Y,83.0,['Children & Family Movies']
芭比星光歷險記,Barbie Star Light Adventure,2016,Children & Family Movies,身為宇宙中騎著滑板車的公主，芭比必須和一群充滿才華的新朋友團結一致，拯救星星免於熄滅。,TV-Y,79.0,['Children & Family Movies']
芭比：仙子奇遇記,Barbie: A Fairy Secret,2010,Children & Family Movies,當惡魔般的仙女捉住肯並帶走他時，芭比和雷克爾前往閃耀的仙界格洛斯安吉斯拯救他。,TV-Y7,72.0,['Children & Family Movies']
芭比公主魅力學校,Barbie: Princess Charm School,2011,Children & Family Movies,布萊爾·威洛斯很興奮能夠去參加公主魅力學校，她在那裡遇到了公主德蘭西和哈德利，並尋找一頂魔法皇冠。,TV-Y,80.0,['Children & Family Movies']
芭比：間諜小組,Barbie: Spy Squad,2016,Children & Family Movies,一家高科技間諜機構將芭比和她的好朋友變身為秘密特工，利用她們的體操技能來擊敗一名狡猾的大盜。,TV-Y,75.0,['Children & Family Movies']
芭比: 公主與流行歌手,Barbie: The Princess & the Popstar,2012,Children & Family Movies,芭比飾演一位寧願唱歌跳舞而不是做皇室成員的公主。當一位知名流行歌手造訪王國時，她們決定互換身份。,TV-Y,75.0,['Children & Family Movies']
芭比：電玩英雄,Barbie: Video Game Hero,2017,Children & Family Movies,被吸進她最喜愛的電子遊戲裡，芭比變成了一個好玩的溜冰英雄，她正在與試圖掌控一切的邪惡表情符號進行戰鬥。,TV-Y,72.0,['Children & Family Movies']
根本不致命,Barely Lethal,2015,"動作片 (Action), 喜劇片 (Comedy)",一個被培養成政府刺客的女孩只想成為一個普通的青少年 - 所以她逃跑並假裝成一個高中交換學生。,PG-13,99.0,"['Action & Adventure', 'Comedies']"
大學校園街區,Barrio Universitario,2013,"喜劇片 (Comedy), International Movies",四位來自不起眼技術學校的朋友，參加了一場機器人製作比賽，他們要和享有盛名的大學裡的菁英學生競爭。,TV-14,91.0,"['Comedies', 'International Movies']"
雨中曲,Barsaat,1995,"動作片 (Action), International Movies, 音樂歌舞片 (Musical)",一位天真的年輕男子和一位富裕的城市女孩墜入愛河。然而，她的繼父不贊成這段感情，並且不惜一切要分開這對情侶。,TV-PG,166.0,"['Action & Adventure', 'International Movies', 'Music & Musicals']"
籃球大明星,BASEketball,1998,"喜劇片 (Comedy), Sports Movies",當兩個懶散的人捏造的運動，BASEketball，成為全國狂熱時，他們希望能從這個籃球/棒球混合運動的流行中賺錢。,R,103.0,"['Comedies', 'Sports Movies']"
本能求生,Basic Instinct,1992,"Classic Movies, 驚悚片 (Thriller)",一名偵探調查搖滾明星慘遭謀殺案，卻被主要嫌疑人吸引 ─ 一位神秘小說家，最近出版的書正好與這起犯罪案相呼應。,R,128.0,"['Classic Movies', 'Thrillers']"
蝙蝠帕特,Bat Pat,2016,Kids' TV,一隻好奇又健談的蝙蝠在福格維爾的街頭找到了有趣的恐怖樂趣，這個看似安靜的小鎮，實際上並不寧靜，有個勇敢的女孩和她的兄弟。,TV-Y,1.0,"[""Kids' TV""]"
美國心理狂人,Bates Motel,2017,"懸疑片 (Suspense), 劇情片 (Drama), 恐怖片 (Horror)",當諾曼·貝茨的父親去世時，他和他的母親開了一家旅館。但是諾曼脆弱的精神狀態將他們帶入了一條黑暗和暴力的道路。,TV-MA,5.0,"['Crime TV Shows', 'TV Dramas', 'TV Horror']"
浴缸音樂劇,Bathtubs Over Broadway,2018,"紀錄片 (Documentary), 音樂歌舞片 (Musical)",一位為大衛·萊特曼寫喜劇的作家發現了一個滑稽又奇異的音樂劇隱藏世界，從而演變成一種令人欲罷不能的熱衷。,PG-13,87.0,"['Documentaries', 'Music & Musicals']"
戰鬥溪城,Battle Creek,2015,"懸疑片 (Suspense), 喜劇片 (Comedy), 劇情片 (Drama)",一位優雅的FBI特工被派往密歇根州的巴特爾克里克，在當地派出所設立辦公室時，必須與一位憤世嫉俗的警察合作。,TV-14,1.0,"['Crime TV Shows', 'TV Comedies', 'TV Dramas']"
戰地尋寶,Battlefield Recovery,2016,"英國影集 (British TV), 訪談式紀錄劇集 (Docuseries), 實境秀 (Reality TV)",一個由四個人組成的團隊前往拉脫維亞和波蘭，挖掘罕見的二戰文物，並為東線血腥戰役帶來新的光芒。,TV-PG,1.0,"['British TV Shows', 'Docuseries', 'Reality TV']"
廚師,Bawarchi,1972,"Classic Movies, 喜劇片 (Comedy), 劇情片 (Drama)",一個不和諧的中產家庭因為他們有才華的新主廚的關注而改變 - 直到他和他們寶貴的珠寶一起消失。,TV-PG,125.0,"['Classic Movies', 'Comedies', 'Dramas']"
華營,Bazaar,1982,"劇情片 (Drama), Independent Movies, International Movies",一位年輕男子挑戰傳統習俗，站出來反抗他愛的女人的父親，後者已將女兒許配給一位富裕的外籍人士。,TV-14,121.0,"['Dramas', 'Independent Movies', 'International Movies']"
活在當下,Be Here Now,2015,紀錄片 (Documentary),追蹤演員安迪·惠特菲爾德勇敢的旅程，他在主演影集《斯巴達克斯：鮮血與沙》時被診斷出罹患了毀滅性的癌症。,TV-MA,110.0,['Documentaries']
成為某人,Be Somebody,2016,"喜劇片 (Comedy), 劇情片 (Drama), 愛情片 (Romance)",為了逃避名氣帶來的壓力，少年流行歌星喬丹化名在一個小鎮中隱姓埋名， 在這裡他與高中藝術學生艾米莉建立了特殊的情誼。,PG,88.0,"['Comedies', 'Dramas', 'Romantic Movies']"
布魯熊小百科,Be-Be-Bears,2018,Kids' TV,熊朋友巴基和比約恩一起玩遊戲，進行遙遠的冒險，一起學習新奇的事物。,TV-Y,1.0,"[""Kids' TV""]"
嘴與腦：來自地底下的天才鳥,Beak & Brain: Genius Birds From Down Under,2013,"紀錄片 (Documentary), International Movies",那些想出「鳥腦」這個詞的人從未遇過這些羽毛思想者，牠們利用爪子和喙來解決問題、製作工具，以及更多其他事情。,TV-G,52.0,"['Documentaries', 'International Movies']"
碌豆先生：最終災難電影,Bean: The Ultimate Disaster Movie,1997,"喜劇片 (Comedy), International Movies",慣於災難的憨豆先生被派往洛杉磯守護一幅著名的畫作，但由於他不適合任何需要體力的任務，一切都出了笑料般的錯誤。,PG-13,89.0,"['Comedies', 'International Movies']"
熊寶寶的故事,Beary Tales,2013,"Children & Family Movies, 紀錄片 (Documentary), International Movies",一位著名的野生動物攝影師獨自居住在波希米亞森林，發現自己正在照顧一對被遺棄的幼崽，就像一隻母熊一樣。,TV-G,52.0,"['Children & Family Movies', 'Documentaries', 'International Movies']"
獸之傳說,Beast Legends,2010,訪談式紀錄劇集 (Docuseries),一群專家組成的多元性團隊深入探討神話怪物的起源故事，然後利用3D CGI技術建造這些生物的複製品。,TV-PG,1.0,['Docuseries']
愛上兩個我,Beating Again,2015,"國際影集 (International TV), Korean TV Shows, 愛情片 (Romance)",在經歷了業務和家庭的顛沛之後，一位殘酷的投資總監接受了心臟移植手術，並找到了一種全新的看待生活和愛情的方式。,TV-14,1.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
美女與野獸,Beauty & the Beast,2016,"懸疑片 (Suspense), 愛情片 (Romance), 劇情片 (Drama)",一位殺人案的偵探和一位被軍事實驗變成野獸的老兵，在偶然相遇後成為盟友。,TV-14,4.0,"['Crime TV Shows', 'Romantic TV Shows', 'TV Dramas']"
美女與壞女們,Beauty and the Bitches,2016,"國際影集 (International TV), 愛情片 (Romance), 喜劇片 (Comedy)",來自泰國各地的選美佳麗們在爭奪皇冠的過程中，要應對幕後的戲劇和陰謀。,TV-MA,2.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
皮克與布泰德去美國,Beavis and Butt-head Do America,1996,"喜劇片 (Comedy), Cult Movies",在意識到他們的電視機不見了之後，比維斯和巴特開始了一場考察之旅，從拉斯維加斯一路前往美國首都。,PG-13,81.0,"['Comedies', 'Cult Movies']"
貝貝的小鬼们,Bebe's Kids,1992,喜劇片 (Comedy),當花花公子羅賓遇見傑米卡時，他深深愛上了她，但她向他展示了四個驚喜：她的兒子和她的朋友貝貝的三個孩子。,PG-13,73.0,['Comedies']
因為足球,Because of Soccer,2008,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",在輸掉一場世界盃的賭注後，兩個笨手笨腳的好朋友必須巧妙地還清他們欠給雅加達一個大的賭本賭徒的債務，這部動作滿載的喜劇將展開一連串的故事。,TV-14,75.0,"['Comedies', 'Dramas', 'International Movies']"
因為我們要出發,Because We're Heading Out,2016,"喜劇片 (Comedy), International Movies",一對男女在外出時偶然撿到一袋滿是錢，隨之而來的是麻煩和混亂。,TV-14,99.0,"['Comedies', 'International Movies']"
風流佳人,Becoming Jane,2007,"劇情片 (Drama), 愛情片 (Romance)",一段充滿激情的浪漫故事，與不羈的辯護律師湯姆·雷夫羅伊成為了新晉小說家珍·奧斯汀作品的靈感來源。,PG-13,121.0,"['Dramas', 'Romantic Movies']"
晚安故事,Bedtime Stories,2008,"Children & Family Movies, 喜劇片 (Comedy)",Skeeter的生活被顛倒了，當他編造的夢幻故事，用來取悅他的侄女和侄子，不可思議地變成現實。,PG,100.0,"['Children & Family Movies', 'Comedies']"
洪水之前,Before the Flood,2016,紀錄片 (Documentary),萊昂納多·迪卡普里奧橫跨全球，調查人類製造的全球變暖所帶來的後果，以及正在採取的反轉措施。,PG,97.0,['Documentaries']
「海豚灣風暴幕後：寂靜的日本人發聲」,"Behind ""The Cove"": The Quiet Japanese Speak Out",2015,"紀錄片 (Documentary), International Movies",一部關於日本捕鯨業的紀錄片引起了國際關注，一位業餘電影製作人決定要講述這個故事的其他部分。,TV-14,105.0,"['Documentaries', 'International Movies']"
幕後密談：Todrick Hall,Behind the Curtain: Todrick Hall,2017,"紀錄片 (Documentary), LGBTQ Movies, 音樂歌舞片 (Musical)",跟隨歌手和YouTube 現象 Todrick Hall，他推出了一部原創音樂劇，劇情基於在德克薩斯州成長並且找到演藝事業成功的同性戀經歷。,TV-MA,100.0,"['Documentaries', 'LGBTQ Movies', 'Music & Musicals']"
新聞部幕後,Behind the Newsroom,2015,"國際影集 (International TV), 愛情片 (Romance), 劇情片 (Drama)",自信且在壓力下泰然自若的頂尖新聞主持人潘恰麗，在狡猾的道上遇到了一個匹敵，後者不惜一切，以實現自己的野心。,TV-MA,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
刑警貝札特,Behzat Ç.,2010,"懸疑片 (Suspense), 國際影集 (International TV), 劇情片 (Drama)",一位擁有深沉個人生活和對規則和政治正確的警探在安卡拉解決謀殺案並打擊警察腐敗。,TV-MA,1.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
背叛的愛,Beiimaan Love,2016,"劇情片 (Drama), International Movies, 愛情片 (Romance)",一位年輕、充滿抱負的女性在派對上被一位男子誘惑後，心碎不已。於是她策劃一個計畫來報復。,TV-MA,115.0,"['Dramas', 'International Movies', 'Romantic Movies']"
艾·皮的成就,Being AP,2015,"紀錄片 (Documentary), International Movies, Sports Movies",隨著退休逐漸臨近，一位空前的跳過欄騎師在不懈的追求榮耀中追求他第20個連續冠軍頭銜。,TV-14,99.0,"['Documentaries', 'International Movies', 'Sports Movies']"
完美Marry Jane:影集,Being Mary Jane: The Series,2016,"愛情片 (Romance), 劇情片 (Drama)",雄心勃勃的單身電視記者瑪莉珍試圖在事業上取得平衡，同時應對她過於霸道的家庭和日益混亂的愛情生活。,TV-14,4.0,"['Romantic TV Shows', 'TV Dramas']"
她之下,Below Her Mouth,2016,"劇情片 (Drama), Independent Movies, International Movies",一位已訂婚的時尚編輯和一位女性屋頂工展開了一段熱烈的外遇，這危及著他們兩人的生活。,TV-MA,91.0,"['Dramas', 'Independent Movies', 'International Movies']"
本10,Ben 10,2016,Kids' TV,本能以十種外星生物變身。他會試過所有，同時與表妹格溫和祖父馬克斯一起在全國冒險。,TV-Y7,1.0,"[""Kids' TV""]"
樹蔭下,Beneath the Leaves,2019,"Independent Movies, 驚悚片 (Thriller)",一名逃脫的精神病童殺手與他的一位前受害者對峙，後者已成為一名堅韌的刑警。,TV-MA,90.0,"['Independent Movies', 'Thrillers']"
賓吉：離開牽繩,Benji: Off the Leash,2004,"Children & Family Movies, 劇情片 (Drama)",班吉重返！這個迷人的故事是以狗狗的角度講述，追溯他作為小狗的早期生活，一直到現在在表演界的生活。,PG,100.0,"['Children & Family Movies', 'Dramas']"
本吉的獨特聖誕故事,Benji's Very Own Christmas Story,1978,Children & Family Movies,在一次媒體巡迴中，本吉進入聖誕老人工作室的幕後。但聖誕老人有一個毀滅性的秘密，所以本吉必須挽救聖誕節。,TV-G,25.0,['Children & Family Movies']
柏林風雲,Berlin Kaplani,2012,"喜劇片 (Comedy), International Movies, Sports Movies",在一連串失敗的比賽中，一名土耳其裔德國拳擊手在柏林欠下5萬歐元的贊助款，他急需一場奇蹟。,TV-14,99.0,"['Comedies', 'International Movies', 'Sports Movies']"
柏林，我愛你,"Berlin, I Love You",2019,"劇情片 (Drama), International Movies, 愛情片 (Romance)",故事發生在灰色的城市中，這部「愛之城市」的作品集匯集了眾多知名演員，共有十個故事，充滿了愛的救贖、悲痛的失去和日常戀情。,R,120.0,"['Dramas', 'International Movies', 'Romantic Movies']"
